date;copepod_nauplii
1999-01-06;0
1999-01-11;0
1999-01-21;0
1999-01-26;0.449114477860728
1999-02-01;0
1999-02-10;0
1999-02-15;0.898228955721455
1999-02-24;0.449114477860728
1999-03-01;0.898228955721455
1999-03-10;4.49114477860728
1999-03-16;9.09456817667973
1999-03-22;0.757880681389978
1999-03-31;7.57880681389978
1999-04-07;0.252626893796659
1999-04-12;0
1999-04-19;27.7889583176325
1999-04-27;12.631344689833
1999-05-04;1.76838825657661
1999-05-12;25.2626893796659
1999-05-17;14.9049867340029
1999-05-27;3.78940340694989
1999-06-02;45.4728408833987
1999-06-07;22.7364204416993
1999-06-14;22.7364204416993
1999-06-21;25.2626893796659
1999-06-28;5.05253787593318
1999-07-05;5.05253787593318
1999-07-13;0.252626893796659
1999-07-19;75.7880681389978
1999-07-26;40.4203030074655
1999-08-02;50.5253787593318
1999-08-10;10.1050757518664
1999-08-17;1.2631344689833
1999-08-23;191.996439285461
1999-08-30;60.6304545111982
1999-09-06;131.365984774263
1999-09-13;30.3152272555991
1999-09-22;53.0516476972984
1999-09-28;95.9982196427305
1999-10-05;80.840606014931
1999-10-12;58.1041855732316
1999-10-26;53.0516476972984
1999-11-02;0
1999-11-08;2.52626893796659
1999-11-15;0
1999-11-22;15.1576136277996
1999-11-29;0
1999-12-09;2.52626893796659
1999-12-13;0
1999-12-20;0
1999-12-27;0
2000-01-06;0
2000-01-11;2.52626893796659
2000-01-17;0
2000-01-24;0
2000-01-31;5.05253787593318
2000-02-08;2.52626893796659
2000-02-16;0
2000-02-22;25.2626893796659
2000-02-29;7.57880681389978
2000-03-09;2.52626893796659
2000-03-13;25.2626893796659
2000-03-21;0
2000-03-28;0
2000-04-06;10.1050757518664
2000-04-10;2.52626893796659
2000-04-17;0
2000-04-27;0
2000-05-04;0
2000-05-10;0
2000-05-15;20.2101515037327
2000-05-22;111.15583327053
2000-05-29;40.4203030074655
2000-06-05;15.1576136277996
2000-06-14;15.4102405215962
2000-06-19;40.4203030074655
2000-06-27;176.838825657661
2000-07-03;70.7355302630646
2000-07-13;80.840606014931
2000-07-17;257.679431672592
2000-07-24;0
2000-07-31;50.5253787593318
2000-08-07;35.3677651315323
2000-08-15;70.7355302630646
2000-08-21;101.050757518664
2000-08-28;101.050757518664
2000-09-04;363.782727067189
2000-09-13;121.260909022396
2000-09-18;30.3152272555991
2000-09-28;20.2101515037327
2000-10-02;0
2000-10-09;10.1050757518664
2000-10-16;22.7364204416993
2000-10-26;22.7364204416993
2000-10-31;5.05253787593318
2000-11-04;0
2000-11-10;2.52626893796659
2000-11-14;0
2000-11-20;0
2000-11-27;1.2631344689833
2000-12-07;0
2000-12-18;0
2000-12-27;0
2001-01-05;0
2001-01-08;0
2001-01-15;0
2001-01-29;0
2001-02-07;0
2001-02-13;1.2631344689833
2001-02-19;0
2001-02-26;0
2001-03-14;12.631344689833
2001-03-19;10.1050757518664
2001-04-04;6.31567234491648
2001-04-09;0
2001-04-17;2.52626893796659
2001-04-24;10.1050757518664
2001-04-30;5.05253787593318
2001-05-08;30.3152272555991
2001-05-14;0
2001-05-21;15.1576136277996
2001-05-29;10.1050757518664
2001-06-06;5.05253787593318
2001-06-11;5.05253787593318
2001-06-18;2.52626893796659
2001-06-25;10.1050757518664
2001-07-02;5.05253787593318
2001-07-10;5.05253787593318
2001-07-16;35.3677651315323
2001-07-23;12.631344689833
2001-07-30;25.2626893796659
2001-08-06;65.6829923871314
2001-08-13;30.3152272555991
2001-08-24;106.103295394597
2001-08-27;85.8931438908641
2001-09-03;103.57702645663
2001-09-11;118.73464008443
2001-09-21;10.1050757518664
2001-09-26;10.1050757518664
2001-10-04;15.1576136277996
2001-10-10;25.2626893796659
2001-11-01;0
2001-11-05;2.52626893796659
2001-11-14;12.631344689833
2001-11-19;5.05253787593318
2001-11-26;1.2631344689833
2001-12-06;2.52626893796659
2001-12-10;2.52626893796659
2001-12-17;0.505253787593319
2001-12-24;0.757880681389978
2001-12-31;3.78940340694989
2002-01-07;0.505253787593319
2002-01-16;0
2002-01-23;0.252626893796659
2002-01-29;0.757880681389978
2002-02-04;0
2002-02-12;0.252626893796659
2002-02-18;0
2002-02-26;11.3682102208497
2002-03-04;0
2002-03-12;5.05253787593318
2002-03-18;5.05253787593318
2002-03-25;5.05253787593318
2002-04-02;15.1576136277996
2002-04-08;12.631344689833
2002-04-15;5.05253787593318
2002-04-29;15.1576136277996
2002-05-07;35.3677651315323
2002-05-15;27.7889583176325
2002-05-30;10.1050757518664
2002-06-11;5.05253787593318
2002-06-20;70.7355302630646
2002-06-24;40.4203030074655
2002-07-01;25.2626893796659
2002-07-09;7.57880681389978
2002-07-15;32.8414961935657
2002-07-22;20.2101515037327
2002-07-30;121.260909022396
2002-08-05;35.3677651315323
2002-08-12;88.4194128288307
2002-08-19;277.889583176325
2002-08-26;111.15583327053
2002-09-03;130.355477199076
2002-09-09;591.146931484183
2002-09-16;1283.34462048703
2002-09-24;111.15583327053
2002-09-30;50.5253787593318
2002-10-07;0
2002-10-16;136.418522650196
2002-10-24;5.05253787593318
2002-10-28;0
2002-11-05;5.30516476972984
2002-11-18;2.52626893796659
2002-11-29;0
2002-12-17;0
2003-01-06;0
2003-01-13;0.252626893796659
2003-01-21;0
2003-02-03;0
2003-02-11;0.252626893796659
2003-02-17;0
2003-02-24;2.52626893796659
2003-03-03;0.252626893796659
2003-03-13;2.77889583176325
2003-03-17;7.83143370769644
2003-03-24;15.1576136277996
2003-03-31;10.1050757518664
2003-04-08;17.6838825657661
2003-04-14;35.3677651315323
2003-04-23;15.1576136277996
2003-04-28;161.681212029862
2003-05-06;10.1050757518664
2003-05-12;5.05253787593318
2003-05-19;15.1576136277996
2003-05-26;35.3677651315323
2003-06-02;17.6838825657661
2003-06-09;70.7355302630646
2003-06-16;25.2626893796659
2003-06-23;30.3152272555991
2003-06-30;1.2631344689833
2003-07-07;136.418522650196
2003-07-15;65.6829923871314
2003-07-21;50.5253787593319
2003-07-28;40.4203030074655
2003-08-04;161.681212029862
2003-08-11;161.681212029862
2003-08-20;464.833484585853
2003-08-25;474.938560337719
2003-09-01;909.456817667973
2003-09-08;687.145151126913
2003-09-15;656.829923871314
2003-09-24;126.31344689833
2003-09-29;186.943901409528
2003-10-05;164.207480967829
2003-10-16;20.2101515037327
2003-10-21;65.6829923871314
2003-10-27;22.7364204416993
2003-11-03;2.52626893796659
2003-11-13;1.2631344689833
